# This document stores information about OSRS items that are
# not directly extractable from the OSRS Wiki. The purpose of
# the document is to aid item metadata extraction by normalizing
# item names
#
# The structure of the file is:
# itemID|itemName|normalizedName|statusCode
# 1) itemID is directly from the OSRS client cache
# 2) itemName is directly from the OSRS client cache
# 3) nomalizedName is the itemName normalized for the OSRS Wiki
# 4) statusCode documents specific item scenarios
#
# The specified statusCodes are:
# 0: no issue, normalized name used for direct Wiki query
# 1: invalid item (item has no name, or Null name)
# 2: unobtainable item (items that are no longer in game)
# 3: unusable item (things like board game pieces, puzzle box pieces)
# 4: item is not really an item (usually an item ID to link to an icon)
# 5: item has no dedicated, or related, page on OSRS wiki
# 6: equipable item bonuses extraction error
#
19|Holy grail|Holy grail (item)|0
3235|Symbol|None|2
3236|Symbol|None|2
3237|Symbol|None|2
3238|Symbol|None|2
3241|Man|Man|4
3243|Farmer|Farmer|4
3245|Warrior woman|Warrior woman|4
3247|Rogue|Rogue|4
3249|Guard|Guard|4
3251|Knight of ardougne|Knight of ardougne|4
3253|Watchman|Watchman|4
3255|Paladin|Paladin|4
3257|Gnome|Gnome|4
3259|Hero|Hero|4
3271|Compost bin|None|2
3272|Cave kraken|Cave kraken|4
3327|Myre snelm|Myre snelm (round)|0
3328|Myre snelm|Myre snelm (round)|0
3329|Blood'n'tar snelm|Blood'n'tar snelm (round)|0
3330|Blood'n'tar snelm|Blood'n'tar snelm (round)|0
3331|Ochre snelm|Ochre snelm (round)|0
3332|Ochre snelm|Ochre snelm (round)|0
3333|Bruise blue snelm|Bruise blue snelm (round)|0
3334|Bruise blue snelm|Bruise blue snelm (round)|0
3337|Myre snelm|Myre snelm (pointed)|0
3338|Myre snelm|Myre snelm (pointed)|0
3339|Blood'n'tar snelm|Blood'n'tar snelm (pointed)|0
3340|Blood'n'tar snelm|Blood'n'tar snelm (pointed)|0
3341|Ochre snelm|Ochre snelm (pointed)|0
3342|Ochre snelm|Ochre snelm (pointed)|0
3343|Bruise blue snelm|Bruise blue snelm (pointed)|0
3344|Bruise blue snelm|Bruise blue snelm (pointed)|0
3345|Blamish myre shell|Blamish myre shell (round)|0
3346|Blamish myre shell|Blamish myre shell (round)|0
3347|Blamish red shell|Blamish red shell (round)|0
3348|Blamish red shell|Blamish red shell (round)|0
3349|Blamish ochre shell|Blamish ochre shell (round)|0
3350|Blamish ochre shell|Blamish ochre shell (round)|0
3351|Blamish blue shell|Blamish blue shell (round)|0
3352|Blamish blue shell|Blamish blue shell (round)|0
3355|Blamish myre shell|Blamish myre shell (pointed)|0
3356|Blamish myre shell|Blamish myre shell (pointed)|0
3357|Blamish red shell|Blamish red shell (pointed)|0
3358|Blamish red shell|Blamish red shell (pointed)|0
3359|Blamish ochre shell|Blamish ochre shell (pointed)|0
3360|Blamish ochre shell|Blamish ochre shell (pointed)|0
3361|Blamish blue shell|Blamish blue shell (pointed)|0
3362|Blamish blue shell|Blamish blue shell (pointed)|0
3395|Diary|Diary (Shades of Mort'ton)|0
3408|Serum 207 (4)|Serum 207|0
3409|Serum 207 (4)|Serum 207|0
3410|Serum 207 (3)|Serum 207|0
3411|Serum 207 (3)|Serum 207|0
3412|Serum 207 (2)|Serum 207|0
3413|Serum 207 (2)|Serum 207|0
3414|Serum 207 (1)|Serum 207|0
3415|Serum 207 (1)|Serum 207|0
3416|Serum 208 (4)|Serum 208|0
3417|Serum 208 (3)|Serum 208|0
3418|Serum 208 (2)|Serum 208|0
3419|Serum 208 (1)|Serum 208|0
3422|Olive oil(4)|Olive oil|0
3423|Olive oil(4)|Olive oil|0
3424|Olive oil(3)|Olive oil|0
3425|Olive oil(3)|Olive oil|0
3426|Olive oil(2)|Olive oil|0
3427|Olive oil(2)|Olive oil|0
3428|Olive oil(1)|Olive oil|0
3429|Olive oil(1)|Olive oil|0
3430|Sacred oil(4)|Sacred oil|0
3431|Sacred oil(4)|Sacred oil|0
3432|Sacred oil(3)|Sacred oil|0
3433|Sacred oil(3)|Sacred oil|0
3434|Sacred oil(2)|Sacred oil|0
3435|Sacred oil(2)|Sacred oil|0
3436|Sacred oil(1)|Sacred oil|0
3437|Sacred oil(1)|Sacred oil|0
3511|Casket (easy)|Reward casket (easy)|0
3517|Casket (easy)|Reward casket (easy)|0
3519|Casket (easy)|Reward casket (easy)|0
3521|Casket (hard)|Reward casket (hard)|0
3523|Casket (hard)|Reward casket (hard)|0
3527|Casket (hard)|Reward casket (hard)|0
3529|Casket (hard)|Reward casket (hard)|0
3531|Casket (hard)|Reward casket (hard)|0
3533|Casket (hard)|Reward casket (hard)|0
3535|Casket (hard)|Reward casket (hard)|0
3537|Casket (hard)|Reward casket (hard)|0
3539|Casket (hard)|Reward casket (hard)|0
3541|Casket (hard)|Reward casket (hard)|0
3543|Casket (hard)|Reward casket (hard)|0
3545|Casket (hard)|Reward casket (hard)|0
3547|Casket (hard)|Reward casket (hard)|0
3549|Casket (hard)|Reward casket (hard)|0
3551|Casket (hard)|Reward casket (hard)|0
3553|Casket (hard)|Reward casket (hard)|0
3555|Casket (hard)|Reward casket (hard)|0
3557|Casket (hard)|Reward casket (hard)|0
3559|Casket (hard)|Reward casket (hard)|0
3561|Casket (hard)|Reward casket (hard)|0
3563|Casket (hard)|Reward casket (hard)|0
3565|Puzzle box (hard)|Puzzle box|0
3567|Puzzle box (hard)|Puzzle box|0
3569|Puzzle box (hard)|Puzzle box|0
3571|Puzzle box (hard)|Puzzle box|0
3576|Puzzle box (hard)|Puzzle box|0
3578|Puzzle box (hard)|Puzzle box|0
3581|Casket (hard)|Reward casket (hard)|0
3583|Casket (medium)|Reward casket (medium)|0
3585|Casket (medium)|Reward casket (medium)|0
3587|Casket (medium)|Reward casket (medium)|0
3589|Casket (medium)|Reward casket (medium)|0
3591|Casket (medium)|Reward casket (medium)|0
3593|Casket (medium)|Reward casket (medium)|0
3595|Casket (medium)|Reward casket (medium)|0
3597|Casket (medium)|Reward casket (medium)|0
3600|Casket (medium)|Reward casket (medium)|0
3603|Casket (medium)|Reward casket (medium)|0
3606|Key (medium)|Key (Treasure Trails)|0
3608|Key (medium)|Key (Treasure Trails)|0
3619|None|None|1
3620|None|None|1
3621|None|None|1
3622|None|None|1
3623|None|None|1
3624|None|None|1
3625|None|None|1
3626|None|None|1
3627|None|None|1
3628|None|None|1
3629|None|None|1
3630|None|None|1
3631|None|None|1
3632|None|None|1
3633|None|None|1
3634|None|None|1
3635|None|None|1
3636|None|None|1
3637|None|None|1
3638|None|None|1
3639|None|None|1
3640|None|None|1
3641|None|None|1
3642|None|None|1
3643|None|None|1
3644|None|None|1
3645|None|None|1
3646|None|None|1
3647|None|None|1
3648|None|None|1
3649|None|None|1
3650|None|None|1
3651|None|None|1
3652|None|None|1
3653|None|None|1
3654|None|None|1
3655|None|None|1
3656|None|None|1
3657|None|None|1
3658|None|None|1
3659|None|None|1
3660|None|None|1
3661|None|None|1
3662|None|None|1
3663|None|None|1
3664|None|None|1
3665|None|None|1
3666|None|None|1
3667|None|None|1
3680|Shoe|None|2
3681|Shoe|None|2
3682|Shoe|None|2
3683|Shoe|None|2
3684|Shoe|None|2
3685|Shoe.|None|2
3686|Fremennik|Fremennik|4
3691|Enchanted lyre(1)|Enchanted lyre|0
3695|Pet rock|Pet rock|6
3718|Magnet|Magnet (The Fremennik Trials)|0
3839|Damaged book|Damaged book (Saradomin)|0
3841|Damaged book|Damaged book (Zamorak)|0
3843|Damaged book|Damaged book (Guthix)|0
3845|Journal|Journal (Horror from the Deep)|0
3846|Diary|Diary (Horror from the Deep)|0
3853|Games necklace(8)|Games necklace|0
3854|Games necklace(8)|Games necklace|0
3855|Games necklace(7)|Games necklace|0
3856|Games necklace(7)|Games necklace|0
3857|Games necklace(6)|Games necklace|0
3858|Games necklace(6)|Games necklace|0
3859|Games necklace(5)|Games necklace|0
3860|Games necklace(5)|Games necklace|0
3861|Games necklace(4)|Games necklace|0
3862|Games necklace(4)|Games necklace|0
3863|Games necklace(3)|Games necklace|0
3864|Games necklace(3)|Games necklace|0
3865|Games necklace(2)|Games necklace|0
3866|Games necklace(2)|Games necklace|0
3867|Games necklace(1)|Games necklace|0
3868|Games necklace(1)|Games necklace|0
3869|Board game piece|None|3
3870|Board game piece|None|3
3871|Board game piece|None|3
3872|Board game piece|None|3
3873|Board game piece|None|3
3874|Board game piece|None|3
3875|Board game piece|None|3
3876|Board game piece|None|3
3877|Board game piece|None|3
3878|Board game piece|None|3
3879|Board game piece|None|3
3880|Board game piece|None|3
3881|Board game piece|None|3
3882|Board game piece|None|3
3883|Board game piece|None|3
3884|Board game piece|None|3
3885|Board game piece|None|3
3886|Board game piece|None|3
3887|Board game piece|None|3
3888|Board game piece|None|3
3889|Board game piece|None|3
3890|Board game piece|None|3
3891|Board game piece|None|3
3892|Board game piece|None|3
3893|Stool|None|2
3904|None|None|1
3906|None|None|1
3908|None|None|1
3910|None|None|1
3912|None|None|1
3914|None|None|1
3916|None|None|1
3918|None|None|1
3920|None|None|1
3922|None|None|1
3924|None|None|1
3926|None|None|1
3928|None|None|1
3930|None|None|1
3932|None|None|1
3934|None|None|1
3936|None|None|1
3938|None|None|1
3940|None|None|1
3942|None|None|1
3944|None|None|1
3946|None|None|1
3948|None|None|1
3950|None|None|1
3952|None|None|1
3954|None|None|1
3956|None|None|1
3958|None|None|1
3960|None|None|1
3962|None|None|1
3964|None|None|1
3966|None|None|1
3968|None|None|1
3970|None|None|1
3972|None|None|1
3974|None|None|1
3976|None|None|1
3978|None|None|1
3980|None|None|1
3981|Wilderness sword|Wilderness sword 3|0
3982|None|None|1
3983|Western banner|Western banner 3|0
3984|None|None|1
3986|None|None|1
3988|None|None|1
3990|None|None|1
3992|None|None|1
3994|None|None|1
3996|None|None|1
3998|None|None|1
4010|Monkey magic|Monkey magic|2
4011|Monkey magic|Monkey magic|2
4018|Monkey wrench|Monkey wrench|2
4019|Monkey wrench|Monkey wrench|2
4024|Ninja monkey greegree|Ninja monkey greegree (small)|0
4025|Ninja monkey greegree|Ninja monkey greegree (medium)|0
4029|Zombie monkey greegree|Zombie monkey greegree (small)|0
4030|Zombie monkey greegree|Zombie monkey greegree (big)|0
4033|Monkey|Monkey (item)|0
4041|Hooded cloak|Castlewars cloak (Saradomin)|0
4042|Hooded cloak|Castlewars cloak (Zamorak)|0
4043|Rock|Rock (Castle Wars)|0
4044|Rock|Rock (Castle Wars)|0
4068|Decorative sword|Decorative sword (red)|0
4069|Decorative armour|Decorative armour (red platebody)|0
4070|Decorative armour|Decorative armour (red platelegs)|0
4071|Decorative helm|Decorative helm (red)|0
4072|Decorative shield|Decorative shield (red)|0
4089|Mystic hat|Mystic hat (blue)|0
4090|Mystic hat|Mystic hat (blue)|0
4091|Mystic robe top|Mystic robe top (blue)|0
4092|Mystic robe top|Mystic robe top (blue)|0
4093|Mystic robe bottom|Mystic robe bottom (blue)|0
4094|Mystic robe bottom|Mystic robe bottom (blue)|0
4095|Mystic gloves|Mystic gloves (blue)|0
4096|Mystic gloves|Mystic gloves (blue)|0
4097|Mystic boots|Mystic boots (blue)|0
4098|Mystic boots|Mystic boots (blue)|0
4134|Cave crawler|Cave crawler|4
4135|Banshee|Banshee|4
4136|Rockslug|Rockslug|4
4137|Cockatrice|Cockatrice|4
4138|Pyrefiend|Pyrefiend|4
4139|Basilisk|Basilisk|4
4140|Infernal mage|Infernal mage|4
4141|Bloodveld|Bloodveld|4
4142|Jelly|Jelly|4
4143|Turoth|Turoth|4
4144|Aberrant spectre|Aberrant spectre|4
4145|Dust devil|Dust devil|4
4146|Kurask|Kurask|4
4147|Gargoyle|Gargoyle|4
4148|Nechryael|Nechryael|4
4149|Abyssal demon|Abyssal demon|4
4179|Stick|Stick (item)|0
4181|Mouth grip|Mouth grip|5
4202|Ring of charos|Ring of charos|6
4203|Journal|Journal (Creature of Fenkenstrain)|0
4204|Letter|Letter (Creature of Fenkenstrain)|0
4211|Elf crystal|Tiny elf crystal|0
4212|New crystal bow|Crystal bow|0
4213|New crystal bow|Crystal bow|0
4214|Crystal bow full|Crystal bow|0
4215|Crystal bow 9/10|Crystal bow|0
4216|Crystal bow 8/10|Crystal bow|0
4217|Crystal bow 7/10|Crystal bow|0
4218|Crystal bow 6/10|Crystal bow|0
4219|Crystal bow 5/10|Crystal bow|0
4220|Crystal bow 4/10|Crystal bow|0
4221|Crystal bow 3/10|Crystal bow|0
4222|Crystal bow 2/10|Crystal bow|0
4223|Crystal bow 1/10|Crystal bow|0
4224|New crystal shield|Crystal shield|0
4225|Crystal shield full|Crystal shield|0
4226|Crystal shield 9/10|Crystal shield|0
4227|Crystal shield 8/10|Crystal shield|0
4228|Crystal shield 7/10|Crystal shield|0
4229|Crystal shield 6/10|Crystal shield|0
4230|Crystal shield 5/10|Crystal shield|0
4231|Crystal shield 4/10|Crystal shield|0
4232|Crystal shield 3/10|Crystal shield|0
4233|Crystal shield 2/10|Crystal shield|0
4234|Crystal shield 1/10|Crystal shield|0
4235|New crystal shield|Crystal shield|0
4238|Puddle of slime|None|2
4272|Bone key|Bone key (Ghosts Ahoy)|0
4273|Chest key|Chest key (Ghosts Ahoy)|0
4295|Female h.a.m.|Female h.a.m.|4
4297|Male h.a.m.|Male h.a.m.|4
4417|Guthix rest(4)|Guthix rest|0
4418|Guthix rest(4)|Guthix rest|0
4419|Guthix rest(3)|Guthix rest|0
4420|Guthix rest(3)|Guthix rest|0
4421|Guthix rest(2)|Guthix rest|0
4422|Guthix rest(2)|Guthix rest|0
4423|Guthix rest(1)|Guthix rest|0
4424|Guthix rest(1)|Guthix rest|0
4495|Null|None|1
4501|Null|None|1
4503|Decorative sword|Decorative sword (white)|0
4504|Decorative armour|Decorative armour (white platebody)|0
4505|Decorative armour|Decorative armour (white platelegs)|0
4506|Decorative helm|Decorative helm (white)|0
4507|Decorative shield|Decorative shield (white)|0
4508|Decorative sword|Decorative sword (gold)|0
4509|Decorative armour|Decorative armour (gold platebody)|0
4510|Decorative armour|Decorative armour (gold platelegs)|0
4511|Decorative helm|Decorative helm (gold)|0
4512|Decorative shield|Decorative shield (gold)|0
4513|Castlewars hood|Castlewars hood (Saradomin)|0
4514|Castlewars cloak|Castlewars cloak (Saradomin)|0
4515|Castlewars hood|Castlewars hood (Zamorak)|0
4516|Castlewars cloak|Castlewars cloak (Zamorak)|0
4519|Swamp wallbeast|Swamp wallbeast|4
4520|Swamp cave slime|Swamp cave slime|4
4521|Swamp cave bug|Swamp cave bug|4
4558|Blue sweets|Blue sweets|2
4559|Deep blue sweets|Deep blue sweets|2
4560|White sweets|White sweets|2
4562|Red sweets|Red sweets|2
4563|Green sweets|Green sweets|2
4564|Pink sweets|Pink sweets|2
4575|Schematic|Schematic (Dondakan)|0
4576|Schematics|Schematics (Khorvak)|0
4577|Schematics|Schematics (Khorvak)|0
4578|Schematic|Schematic (Dondakan)|0
4582|Black spear(p)|Black spear|0
4583|Black spear(p)|Black spear|0
4584|Black spear(kp)|Black spear|0
4597|Note|Note (numbers)|0
4598|Note|Note (Fibonacci)|0
4614|Broken plate|None|2
4615|Letter|Letter (The Golem)|0
4618|Statuette|Statuette (The Golem)|0
4625|Bandit|Bandit's brew|0
4653|Fire|None|2
4658|Silver pot|Silver pot (Desert Treasure)|0
4660|Silver pot|Silver pot (Desert Treasure)|0
4662|Silver pot|Silver pot (Desert Treasure)|0
4664|Silver pot|Silver pot (Desert Treasure)|0
4666|Silver pot|Silver pot (Desert Treasure)|0
4842|Relicym's balm(4)|Relicym's balm|0
4843|Relicym's balm(4)|Relicym's balm|0
4844|Relicym's balm(3)|Relicym's balm|0
4845|Relicym's balm(3)|Relicym's balm|0
4846|Relicym's balm(2)|Relicym's balm|0
4847|Relicym's balm(2)|Relicym's balm|0
4848|Relicym's balm(1)|Relicym's balm|0
4849|Relicym's balm(1)|Relicym's balm|0
4856|Ahrim's hood 100|Ahrim's hood|0
4857|Ahrim's hood 75|Ahrim's hood|0
4858|Ahrim's hood 50|Ahrim's hood|0
4859|Ahrim's hood 25|Ahrim's hood|0
4860|Ahrim's hood 0|Ahrim's hood|0
4861|Ahrim's hood 0|Ahrim's hood|0
4862|Ahrim's staff 100|Ahrim's staff|0
4863|Ahrim's staff 75|Ahrim's staff|0
4864|Ahrim's staff 50|Ahrim's staff|0
4865|Ahrim's staff 25|Ahrim's staff|0
4866|Ahrim's staff 0|Ahrim's staff|0
4867|Ahrim's staff 0|Ahrim's staff|0
4868|Ahrim's robetop 100|Ahrim's robetop|0
4869|Ahrim's robetop 75|Ahrim's robetop|0
4870|Ahrim's robetop 50|Ahrim's robetop|0
4871|Ahrim's robetop 25|Ahrim's robetop|0
4872|Ahrim's robetop 0|Ahrim's robetop|0
4873|Ahrim's robetop 0|Ahrim's robetop|0
4874|Ahrim's robeskirt 100|Ahrim's robeskirt|0
4875|Ahrim's robeskirt 75|Ahrim's robeskirt|0
4876|Ahrim's robeskirt 50|Ahrim's robeskirt|0
4877|Ahrim's robeskirt 25|Ahrim's robeskirt|0
4878|Ahrim's robeskirt 0|Ahrim's robeskirt|0
4879|Ahrim's robeskirt 0|Ahrim's robeskirt|0
4880|Dharok's helm 100|Dharok's helm|0
4881|Dharok's helm 75|Dharok's helm|0
4882|Dharok's helm 50|Dharok's helm|0
4883|Dharok's helm 25|Dharok's helm|0
4884|Dharok's helm 0|Dharok's helm|0
4885|Dharok's helm 0|Dharok's helm|0
4886|Dharok's greataxe 100|Dharok's greataxe|0
4887|Dharok's greataxe 75|Dharok's greataxe|0
4888|Dharok's greataxe 50|Dharok's greataxe|0
4889|Dharok's greataxe 25|Dharok's greataxe|0
4890|Dharok's greataxe 0|Dharok's greataxe|0
4891|Dharok's greataxe 0|Dharok's greataxe|0
4892|Dharok's platebody 100|Dharok's platebody|0
4893|Dharok's platebody 75|Dharok's platebody|0
4894|Dharok's platebody 50|Dharok's platebody|0
4895|Dharok's platebody 25|Dharok's platebody|0
4896|Dharok's platebody 0|Dharok's platebody|0
4897|Dharok's platebody 0|Dharok's platebody|0
4898|Dharok's platelegs 100|Dharok's platelegs|0
4899|Dharok's platelegs 75|Dharok's platelegs|0
4900|Dharok's platelegs 50|Dharok's platelegs|0
4901|Dharok's platelegs 25|Dharok's platelegs|0
4902|Dharok's platelegs 0|Dharok's platelegs|0
4903|Dharok's platelegs 0|Dharok's platelegs|0
4904|Guthan's helm 100|Guthan's helm|0
4905|Guthan's helm 75|Guthan's helm|0
4906|Guthan's helm 50|Guthan's helm|0
4907|Guthan's helm 25|Guthan's helm|0
4908|Guthan's helm 0|Guthan's helm|0
4909|Guthan's helm 0|Guthan's helm|0
4910|Guthan's warspear 100|Guthan's warspear|0
4911|Guthan's warspear 75|Guthan's warspear|0
4912|Guthan's warspear 50|Guthan's warspear|0
4913|Guthan's warspear 25|Guthan's warspear|0
4914|Guthan's warspear 0|Guthan's warspear|0
4915|Guthan's warspear 0|Guthan's warspear|0
4916|Guthan's platebody 100|Guthan's platebody|0
4917|Guthan's platebody 75|Guthan's platebody|0
4918|Guthan's platebody 50|Guthan's platebody|0
4919|Guthan's platebody 25|Guthan's platebody|0
4920|Guthan's platebody 0|Guthan's platebody|0
4921|Guthan's platebody 0|Guthan's platebody|0
4922|Guthan's chainskirt 100|Guthan's chainskirt|0
4923|Guthan's chainskirt 75|Guthan's chainskirt|0
4924|Guthan's chainskirt 50|Guthan's chainskirt|0
4925|Guthan's chainskirt 25|Guthan's chainskirt|0
4926|Guthan's chainskirt 0|Guthan's chainskirt|0
4927|Guthan's chainskirt 0|Guthan's chainskirt|0
4928|Karil's coif 100|Karil's coif|0
4929|Karil's coif 75|Karil's coif|0
4930|Karil's coif 50|Karil's coif|0
4931|Karil's coif 25|Karil's coif|0
4932|Karil's coif 0|Karil's coif|0
4933|Karil's coif 0|Karil's coif|0
4934|Karil's crossbow 100|Karil's crossbow|0
4935|Karil's crossbow 75|Karil's crossbow|0
4936|Karil's crossbow 50|Karil's crossbow|0
4937|Karil's crossbow 25|Karil's crossbow|0
4938|Karil's crossbow 0|Karil's crossbow|0
4939|Karil's crossbow 0|Karil's crossbow|0
4940|Karil's leathertop 100|Karil's leathertop|0
4941|Karil's leathertop 75|Karil's leathertop|0
4942|Karil's leathertop 50|Karil's leathertop|0
4943|Karil's leathertop 25|Karil's leathertop|0
4944|Karil's leathertop 0|Karil's leathertop|0
4945|Karil's leathertop 0|Karil's leathertop|0
4946|Karil's leatherskirt 100|Karil's leatherskirt|0
4947|Karil's leatherskirt 75|Karil's leatherskirt|0
4948|Karil's leatherskirt 50|Karil's leatherskirt|0
4949|Karil's leatherskirt 25|Karil's leatherskirt|0
4950|Karil's leatherskirt 0|Karil's leatherskirt|0
4951|Karil's leatherskirt 0|Karil's leatherskirt|0
4952|Torag's helm 100|Torag's helm|0
4953|Torag's helm 75|Torag's helm|0
4954|Torag's helm 50|Torag's helm|0
4955|Torag's helm 25|Torag's helm|0
4956|Torag's helm 0|Torag's helm|0
4957|Torag's helm 0|Torag's helm|0
4958|Torag's hammers 100|Torag's hammers|0
4959|Torag's hammers 75|Torag's hammers|0
4960|Torag's hammers 50|Torag's hammers|0
4961|Torag's hammers 25|Torag's hammers|0
4962|Torag's hammers 0|Torag's hammers|0
4963|Torag's hammers 0|Torag's hammers|0
4964|Torag's platebody 100|Torag's platebody|0
4965|Torag's platebody 75|Torag's platebody|0
4966|Torag's platebody 50|Torag's platebody|0
4967|Torag's platebody 25|Torag's platebody|0
4968|Torag's platebody 0|Torag's platebody|0
4969|Torag's platebody 0|Torag's platebody|0
4970|Torag's platelegs 100|Torag's platelegs|0
4971|Torag's platelegs 75|Torag's platelegs|0
4972|Torag's platelegs 50|Torag's platelegs|0
4973|Torag's platelegs 25|Torag's platelegs|0
4974|Torag's platelegs 0|Torag's platelegs|0
4975|Torag's platelegs 0|Torag's platelegs|0
4976|Verac's helm 100|Verac's helm|0
4977|Verac's helm 75|Verac's helm|0
4978|Verac's helm 50|Verac's helm|0
4979|Verac's helm 25|Verac's helm|0
4980|Verac's helm 0|Verac's helm|0
4981|Verac's helm 0|Verac's helm|0
4982|Verac's flail 100|Verac's flail|0
4983|Verac's flail 75|Verac's flail|0
4984|Verac's flail 50|Verac's flail|0
4985|Verac's flail 25|Verac's flail|0
4986|Verac's flail 0|Verac's flail|0
4987|Verac's flail 0|Verac's flail|0
4988|Verac's brassard 100|Verac's brassard|0
4989|Verac's brassard 75|Verac's brassard|0
4990|Verac's brassard 50|Verac's brassard|0
4991|Verac's brassard 25|Verac's brassard|0
4992|Verac's brassard 0|Verac's brassard|0
4993|Verac's brassard 0|Verac's brassard|0
4994|Verac's plateskirt 100|Verac's plateskirt|0
4995|Verac's plateskirt 75|Verac's plateskirt|0
4996|Verac's plateskirt 50|Verac's plateskirt|0
4997|Verac's plateskirt 25|Verac's plateskirt|0
4998|Verac's plateskirt 0|Verac's plateskirt|0
4999|Verac's plateskirt 0|Verac's plateskirt|0
5010|Key|Key (The Lost Tribe)|0
5024|Woven top|Woven top (brown)|0
5025|Woven top|Woven top (brown)|0
5026|Woven top|Woven top (yellow)|0
5027|Woven top|Woven top (yellow)|0
5028|Woven top|Woven top (blue)|0
5029|Woven top|Woven top (blue)|0
5030|Shirt|Shirt (brown)|0
5031|Shirt|Shirt (brown)|0
5032|Shirt|Shirt (yellow)|0
5033|Shirt|Shirt (yellow)|0
5034|Shirt|Shirt (lilac)|0
5035|Shirt|Shirt (lilac)|0
5036|Trousers|Trousers (brown)|0
5037|Trousers|Trousers (brown)|0
5038|Trousers|Trousers (lilac)|0
5039|Trousers|Trousers (lilac)|0
5040|Trousers|Trousers (blue)|0
5041|Trousers|Trousers (blue)|0
5042|Shorts|Shorts (brown)|0
5043|Shorts|Shorts (brown)|0
5044|Shorts|Shorts (yellow)|0
5045|Shorts|Shorts (yellow)|0
5046|Shorts|Shorts (blue)|0
5047|Shorts|Shorts (blue)|0
5048|Skirt|Skirt (brown)|0
5049|Skirt|Skirt (brown)|0
5050|Skirt|Skirt (lilac)|0
5051|Skirt|Skirt (lilac)|0
5052|Skirt|Skirt (blue)|0
5053|Skirt|Skirt (blue)|0
5054|Dwarf|Dwarf (The Giant Dwarf)|0
5055|Dwarf|Dwarf (The Giant Dwarf)|0
5056|Dwarven battleaxe|Dwarven battleaxe|6
5057|Dwarven battleaxe|Dwarven battleaxe|6
5058|Dwarven battleaxe|Dwarven battleaxe|6
5059|Dwarven battleaxe|Dwarven battleaxe|6
5060|Dwarven battleaxe|Dwarven battleaxe|6
5061|Dwarven battleaxe|Dwarven battleaxe|6
5062|Left boot|Left boot|6
5063|Right boot|Right boot|6
5064|Exquisite boots|Exquisite boots|6
5067|Exquisite clothes|Exquisite clothes|6
5068|Master farmer||4
5087|Varrock armour|Varrock armour 3|0
